model_name,num_topics,topic_representations,topic_diversity,topic_coherence_npmi,topic_coherence_umass,seed
LDA,8,"[['imeti', 'narediti', 'vedeti', 'iti', 'volitev', 'meja', 'plača', 'čas', 'skupaj', 'zdravstvo'], ['slovenski', 'imeti', 'vedeti', 'novinar', 'beseda', 'prebrati', 'sramota', 'podpirati', 'Janša', 'lev'], ['imeti', 'vlada', 'človek', 'predsednik', 'nov', 'priti', 'povedati', 'čas', 'Janša', 'Slovenija'], ['mlad', 'iti', 'imeti', 'človek', 'oddaja', 'delo', 'cepiti', 'komunističen', 'slika', 'preveč'], ['imeti', 'država', 'državen', 'iti', 'vedeti', 'videti', 'dati', 'pravica', 'delati', 'reči'], ['iti', 'test', 'otrok', 'denar', 'razumeti', 'Slovenija', 'človek', 'ukrep', 'a', 'nov'], ['imeti', 'človek', 'zato', 'nov', 'življenje', 'Slovenija', 'vedeti', 'direktor', 'priti', 'poslanec'], ['covid', 'Slovenija', 'cepljenje', 'smrt', 'cepivo', 'vlada', 'odločitev', 'iti', 'imeti', 'država']]",0.675,-0.1367301192255165,-7.947613716060866,3
BERTopic,8,"[['imeti', 'vlada', 'vedeti', 'iti', 'človek', 'čas', 'nov', 'dati', 'minister', 'država'], ['denar', 'plača', 'imeti', 'iti', 'zakon', 'plačati', 'evro', 'cena', 'dodatek', 'delo'], ['cepljenje', 'cepivo', 'cepljen', 'virus', 'test', 'covid', 'okužba', 'pcr', 'cepiti', 'obvezen'], ['novinar', 'medij', 'rtv', 'medijski', 'novinarstvo', 'novinarski', 'slovenija', 'slovenski', 'napad', 'janša'], ['sodišče', 'sodnik', 'ustaven', 'sodstvo', 'praven', 'ustava', 'zakon', 'soden', 'pravosodje', 'vrhoven'], ['zdravnik', 'pacient', 'zdravstvo', 'bolnišnica', 'bolnik', 'covid', 'obsedenost', 'zdravstven', 'stopnja', 'omeniti'], ['komunist', 'komunističen', 'komunizem', 'oblast', 'kuba', 'žrtev', 'iti', 'kul', 'komunistično', 'titoist'], ['kostanj', 'mehurček', 'črn', 'okovje', 'drevo', 'hemionus', 'pomagati', 'glava', 'pasti', 'rdeč']]",0.9375,-0.1543672450644357,-11.200399255864998,3
top2vec,10,"[array(['razumeti', 'treba', 'misliti', 'del', 'covid', 'cepljenje',
       'delati', 'minister', 'zakon', 'videti'], dtype='<U10'), array(['sola', 'misliti', 'skupaj', 'janez', 'vprasanje', 'drzaven',
       'rtv', 'zakon', 'cepljenje', 'problem'], dtype='<U10'), array(['lev', 'vprasanje', 'sodisce', 'predsednik', 'cakati', 'drzaven',
       'svet', 'govoriti', 'javen', 'imeti'], dtype='<U10'), array(['reci', 'vlada', 'cepljenje', 'del', 'minister', 'zato', 'sds',
       'glede', 'javen', 'iti'], dtype='<U10'), array(['denar', 'sodisce', 'narediti', 'vlada', 'volitev', 'covid',
       'razumeti', 'stranka', 'medij', 'poslanec'], dtype='<U10'), array(['ziveti', 'otrok', 'treba', 'predsednik', 'zivljenje', 'dobiti',
       'skupaj', 'dr', 'minister', 'slovenski'], dtype='<U10'), array(['ziveti', 'delo', 'nov', 'cepivo', 'pisati', 'problem', 'vedeti',
       'javen', 'glede', 'najbolj'], dtype='<U10'), array(['sola', 'praviti', 'govoriti', 'ukrep', 'clovek', 'janez',
       'vprasanje', 'konec', 'delo', 'otrok'], dtype='<U10'), array(['narediti', 'vedeti', 'politika', 'ukrep', 'denar', 'imeti',
       'problem', 'stranka', 'novinar', 'iti'], dtype='<U10'), array(['poslanec', 'slovenija', 'delo', 'slovenec', 'clovek', 'vprasanje',
       'denar', 'govoriti', 'skupaj', 'lev'], dtype='<U10')]",0.57,-0.29399512178944814,-12.342316027822772,1
NMF,10,"[['čas', 'Janša', 'Janez', 'stranka', 'delo', 'problem', 'dobiti', 'videti', 'političen', 'SDS'], ['človek', 'minister', 'zato', 'cepljenje', 'narediti', 'del', 'priti', 'doza', 'cepljen', 'treba'], ['Slovenija', 'svet', 'nov', 'stranka', 'novinar', 'republika', 'evropski', 'cepljenje', 'Evropa', 'demokracija'], ['slovenski', 'delati', 'videti', 'reči', 'narod', 'novinar', 'medij', 'znati', 'meja', 'praviti'], ['dati', 'misliti', 'denar', 'treba', 'cepiti', 'javen', 'potreben', 'začeti', 'mir', 'cepljenje'], ['iti', 'denar', 'reči', 'videti', 'zato', 'šola', 'razumeti', 'gledati', 'star', 'povedati'], ['vlada', 'predsednik', 'ukrep', 'Janša', 'volitev', 'odločitev', 'lev', 'kriv', 'predlog', 'poslanec'], ['vedeti', 'priti', 'povedati', 'dobiti', 'delati', 'treba', 'Janša', 'obstajati', 'volitev', 'držati'], ['država', 'nov', 'predsednik', 'otrok', 'dr.', 'zakon', 'praven', 'ustaven', 'covid', 'Pahor'], ['imeti', 'priti', 'doza', 'novinar', 'povedati', 'doma', 'otrok', 'težava', 'slo.', 'reči']]",0.74,-0.11552486547593747,-8.369815620705435,1
LDA,10,"[['iti', 'čas', 'umreti', 'imeti', 'praviti', 'priti', 'človek', 'dobiti', 'slovenski', 'očitno'], ['imeti', 'iti', 'razumeti', 'narediti', 'zato', 'povedati', 'delati', 'komunist', 'človek', 'poslanec'], ['vedeti', 'imeti', 'takrat', 'kul', 'človek', 'nov', 'koalicija', 'edin', 'cepljenje', 'levica'], ['imeti', 'test', 'meja', 'delo', 'Slovenija', 'država', 'hiter', 'mesto', 'sodstvo', 'covid'], ['imeti', 'denar', 'dati', 'hvala', 'iti', 'vlada', 'govoriti', 'človek', 'treba', 'reči'], ['vlada', 'covid', 'a', 'šola', 'slovenski', 'življenje', 'policija', 'narod', 'človek', 'maska'], ['imeti', 'ustaven', 'Janša', 'vlada', 'sodišče', 'sodnik', 'država', 'oblast', 'volitev', 'problem'], ['Slovenija', 'cepljenje', 'delati', 'mlad', 'čist', 'pogledati', 'misel', 'video', 'stanovanje', 'prebrati'], ['imeti', 'človek', 'iti', 'vedeti', 'svet', 'javen', 'skupaj', 'slišati', 'konec', 'ukrep'], ['imeti', 'vlada', 'predsednik', 'nov', 'minister', 'čas', 'Janša', 'stranka', 'Ljubljana', 'nizek']]",0.72,-0.15614013165277046,-8.837303360773475,1
BERTopic,10,"[['imeti', 'vlada', 'vedeti', 'iti', 'človek', 'čas', 'nov', 'minister', 'država', 'dati'], ['cepljenje', 'cepivo', 'cepljen', 'virus', 'test', 'covid', 'okužba', 'pcr', 'cepiti', 'obvezen'], ['denar', 'plača', 'imeti', 'evro', 'iti', 'dodatek', 'plačati', 'davek', 'plačevati', 'sindikat'], ['novinar', 'medij', 'rtv', 'medijski', 'novinarstvo', 'novinarski', 'napad', 'slovenija', 'slovenski', 'janša'], ['otrok', 'šola', 'testirati', 'učitelj', 'starš', 'mlad', 'testiranje', 'imeti', 'lgbt', 'učenec'], ['sodišče', 'sodnik', 'ustaven', 'sodstvo', 'zakon', 'praven', 'ustava', 'vrhoven', 'soden', 'pravosodje'], ['pravilno', 'žid', 'število', 'imeti', 'narediti', 'vsekakor', 'normalen', 'veljati', 'poslati', 'zanimiv'], ['zdravnik', 'pacient', 'bolnišnica', 'bolnik', 'covid', 'medicinski', 'zdravstven', 'zdravstvo', 'sestra', 'dr'], ['komunist', 'komunističen', 'komunizem', 'oblast', 'kuba', 'žrtev', 'kul', 'titoist', 'naslednik', 'uničevati'], ['fašist', 'fašizem', 'nacist', 'neonacist', 'hitler', 'nacizem', 'diktator', 'janšist', 'skrajen', 'fašističen']]",0.95,-0.16141241778395285,-11.820309360047144,1
top2vec,10,"[array(['zakon', 'skupaj', 'gledati', 'lev', 'otrok', 'jansa', 'razumeti',
       'treba', 'vprasanje', 'slovenija'], dtype='<U10'), array(['novinar', 'nov', 'razumeti', 'delati', 'clovek', 'slovenija',
       'dati', 'delo', 'via', 'govoriti'], dtype='<U10')]",0.9,-0.30345529988864983,-13.591318874082482,2
NMF,10,"[['imeti', 'doza', 'povedati', 'slo.', 'novinar', 'misliti', 'težava', 'doma', 'priti', 'praviti'], ['vlada', 'predsednik', 'ukrep', 'Janša', 'odločitev', 'lev', 'kriv', 'volitev', 'predlog', 'medij'], ['Slovenija', 'stranka', 'Janša', 'poslanec', 'SDS', 'Janez', 'lev', 'volitev', 'član', 'omeniti'], ['slovenski', 'delati', 'otrok', 'Janša', 'priti', 'vprašanje', 'zato', 'slo.', 'narod', 'Janez'], ['človek', 'videti', 'minister', 'narediti', 'doza', 'zato', 'ostati', 'priti', 'živeti', 'občutek'], ['vedeti', 'Janša', 'dobiti', 'povedati', 'misliti', 'zato', 'treba', 'držati', 'obstajati', 'delati'], ['dati', 'cepljenje', 'svet', 'covid', 'dobiti', 'Slovenija', 'treba', 'cepivo', 'cepiti', 'konec'], ['država', 'priti', 'praven', 'zakon', 'predsednik', 'globok', 'denar', 'državen', 'demokracija', 'plačevati'], ['nov', 'čas', 'zakon', 'reči', 'videti', 'volitev', 'test', 'oddaja', 'dr.', 'ura'], ['iti', 'denar', 'Slovenija', 'videti', 'reči', 'delo', 'treba', 'zato', 'star', 'povedati']]",0.7,-0.13485281264889024,-8.913164124825148,2
LDA,10,"[['nov', 'meja', 'predsednik', 'vlada', 'država', 'pokazati', 'minister', 'izjava', 'črn', 'cesta'], ['začeti', 'vedeti', 'človek', 'film', 'nov', 'voda', 'maša', 'iti', 'konec', 'najbolj'], ['imeti', 'iti', 'država', 'vprašanje', 'stranka', 'človek', 'narediti', 'Slovenija', 'pisati', 'misliti'], ['imeti', 'iti', 'Slovenija', 'Slovenec', 'slovenski', 'novinar', 'napad', 'svet', 'povedati', 'vlada'], ['imeti', 'iti', 'vlada', 'čakati', 'delati', 'politika', 'plačevati', 'direktor', 'maska', 'volitev'], ['cepljenje', 'človek', 'videti', 'imeti', 'minister', 'verjeti', 'a', 'Slovenija', 'rdeč', 'slovenski'], ['imeti', 'Janša', 'čas', 'človek', 'slovenski', 'stranka', 'SDS', 'Janez', 'otrok', 'ponosen'], ['vedeti', 'ustaven', 'imeti', 'sodnik', 'praviti', 'dobiti', 'covid', 'treba', 'protestnik', 'živeti'], ['vlada', 'imeti', 'vedeti', 'upati', 'pomemben', 'ukrep', 'človek', 'sramota', 'mesto', 'poslanec'], ['imeti', 'nov', 'test', 'slovenski', 'Ljubljana', 'cepivo', 'levica', 'vlada', 'cepljen', 'Slovenija']]",0.69,-0.18741399596099792,-9.391472500707318,2
BERTopic,10,"[['imeti', 'vlada', 'vedeti', 'človek', 'iti', 'čas', 'nov', 'minister', 'država', 'dati'], ['cepljenje', 'cepivo', 'cepljen', 'test', 'covid', 'obvezen', 'cepiti', 'imeti', 'okužba', 'pcr'], ['denar', 'plača', 'imeti', 'iti', 'dodatek', 'davek', 'delati', 'delo', 'plačevati', 'cena'], ['otrok', 'šola', 'testirati', 'učitelj', 'starš', 'testiranje', 'mlad', 'imeti', 'učenec', 'osnoven'], ['sodišče', 'sodnik', 'ustaven', 'sodstvo', 'zakon', 'praven', 'ustava', 'pravosodje', 'vrhoven', 'soden'], ['novinar', 'medij', 'medijski', 'novinarski', 'napad', 'novinarstvo', 'imeti', 'poročati', 'hiša', 'političen'], ['zdravnik', 'pacient', 'bolnišnica', 'bolnik', 'zdravstvo', 'covid', 'dr', 'medicinski', 'obsedenost', 'zdravstven'], ['komunist', 'komunističen', 'komunizem', 'oblast', 'kuba', 'žrtev', 'kul', 'titoist', 'komunistično', 'naslednik'], ['hvala', 'sreča', 'čestitka', 'čestitati', 'ponosen', 'srečno', 'odlično', 'imeti', 'mogoče', 'prijatelj'], ['volitev', 'volilec', 'volilen', 'glasovati', 'referendum', 'zmaga', 'stranka', 'imeti', 'predčasen', 'glasovanje']]",0.92,-0.12857428404689758,-10.68971552678135,2
top2vec,10,"[array(['vprasanje', 'razumeti', 'govoriti', 'skupaj', 'javen',
       'predsednik', 'vlada', 'del', 'problem', 'slovenec'], dtype='<U10'), array(['politicen', 'cakati', 'misliti', 'konec', 'janez', 'predsednik',
       'cepljenje', 'poslanec', 'treba', 'stranka'], dtype='<U10'), array(['delo', 'treba', 'sodisce', 'cakati', 'slovenija', 'cepivo', 'iti',
       'misliti', 'zato', 'videti'], dtype='<U10')]",0.8666666666666667,-0.3031565153435087,-12.701959497296302,3
NMF,10,"[['imeti', 'povedati', 'slo.', 'doza', 'doma', 'novinar', 'praviti', 'težava', 'priti', 'misliti'], ['človek', 'čas', 'videti', 'delati', 'doza', 'ostati', 'potrebovati', 'občutek', 'skupina', 'živeti'], ['Janša', 'predsednik', 'stranka', 'Janez', 'dobiti', 'SDS', 'lev', 'misliti', 'volitev', 'poslanec'], ['iti', 'denar', 'videti', 'treba', 'zato', 'gledati', 'povedati', 'star', 'šola', 'razumeti'], ['slovenski', 'svet', 'poslanec', 'narod', 'Slovenec', 'dr.', 'meja', 'najbolj', 'minister', 'slo.'], ['država', 'delo', 'denar', 'reči', 'priti', 'delati', 'minister', 'dati', 'zakon', 'narediti'], ['vedeti', 'dati', 'delati', 'treba', 'minister', 'držati', 'obstajati', 'povedati', 'volitev', 'Slovenec'], ['Slovenija', 'svet', 'novinar', 'republika', 'čas', 'Evropa', 'evropski', 'državljan', 'Rtv', 'Nemčija'], ['nov', 'cepljenje', 'otrok', 'covid', 'dati', 'zato', 'test', 'cepivo', 'cepljen', 'cepiti'], ['vlada', 'ukrep', 'čas', 'odločitev', 'volitev', 'kriv', 'predsednik', 'pasti', 'predlog', 'zakon']]",0.74,-0.13753998551617086,-9.170272848547564,3
LDA,10,"[['imeti', 'minister', 'volitev', 'narediti', 'skupaj', 'vrsta', 'delati', 'iti', 'zdravstvo', 'priti'], ['vedeti', 'slovenski', 'novinar', 'imeti', 'sramota', 'spraševati', 'odločitev', 'vlada', 'motiti', 'politik'], ['imeti', 'vlada', 'človek', 'čas', 'iti', 'nov', 'predsednik', 'cepljen', 'vedeti', 'Janša'], ['imeti', 'dobiti', 'mlad', 'človek', 'živeti', 'iti', 'upati', 'dati', 'volitev', 'najti'], ['država', 'iti', 'državen', 'slovenski', 'Slovenija', 'govoriti', 'via', 'imeti', 'odločiti', 'vlada'], ['iti', 'denar', 'pomemben', 'nov', 'razumeti', 'slovenski', 'gledati', 'otrok', 'tuj', 'čas'], ['imeti', 'življenje', 'Slovenija', 'vlada', 'človek', 'zato', 'rabiti', 'nov', 'svet', 'vedeti'], ['hvala', 'covid', 'cepljenje', 'reči', 'Slovenija', 'pisati', 'imeti', 'dobiti', 'film', 'zanimiv'], ['imeti', 'človek', 'smrt', 'cepiti', 'a', 'vedeti', 'ukrep', 'tvit', 'preveč', 'držati'], ['imeti', 'zakon', 'meja', 'minister', 'delo', 'rdeč', 'treba', 'črn', 'nov', 'davek']]",0.68,-0.16265213369825066,-8.705784279225709,3
BERTopic,10,"[['imeti', 'vedeti', 'vlada', 'iti', 'človek', 'čas', 'nov', 'minister', 'država', 'dati'], ['denar', 'plača', 'imeti', 'iti', 'zakon', 'plačati', 'evro', 'cena', 'dodatek', 'delo'], ['cepljenje', 'cepivo', 'cepljen', 'virus', 'test', 'covid', 'okužba', 'pcr', 'obvezen', 'cepiti'], ['novinar', 'medij', 'rtv', 'medijski', 'novinarstvo', 'novinarski', 'slovenija', 'slovenski', 'napad', 'janša'], ['sodišče', 'sodnik', 'ustaven', 'sodstvo', 'praven', 'ustava', 'zakon', 'soden', 'pravosodje', 'vrhoven'], ['zdravnik', 'pacient', 'zdravstvo', 'bolnišnica', 'bolnik', 'obsedenost', 'covid', 'zdravstven', 'stopnja', 'omeniti'], ['komunist', 'komunističen', 'komunizem', 'oblast', 'kuba', 'žrtev', 'kul', 'iti', 'komunistično', 'titoist'], ['mehurček', 'kostanj', 'črn', 'okovje', 'drevo', 'hemionus', 'pomagati', 'glava', 'pasti', 'rdeč'], ['volitev', 'volilec', 'volilen', 'referendum', 'stranka', 'zmaga', 'zmagati', 'glasovati', 'glasovanje', 'vlada'], ['fašist', 'fašizem', 'nacist', 'neonacist', 'hitler', 'nacizem', 'diktator', 'janšist', 'skrajen', 'fašističen']]",0.94,-0.168393325276608,-11.899354307130285,3
top2vec,15,"[array(['razumeti', 'del', 'priti', 'misliti', 'otrok', 'drzaven',
       'volitev', 'slovenija', 'clovek', 'slovenski'], dtype='<U10'), array(['vprasanje', 'ukrep', 'javen', 'govoriti', 'sola', 'razumeti',
       'ziveti', 'denar', 'pisati', 'politicen'], dtype='<U10'), array(['vedeti', 'drzava', 'clovek', 'zato', 'misliti', 'treba', 'vlada',
       'cepivo', 'sds', 'rtv'], dtype='<U10')]",0.9,-0.3715265377744236,-16.005902837302997,1
NMF,15,"[['nov', 'oddaja', 'dr.', 'brati', 'test', 'del', 'direktor', 'okužba', 'spregovoriti', 'Avstrija'], ['človek', 'Janša', 'doza', 'Janez', 'občutek', 'verjeti', 'razumeti', 'ostati', 'živeti', 'ukrep'], ['reči', 'videti', 'minister', 'delo', 'gledati', 'povedati', 'dr.', 'državen', 'davek', 'mnenje'], ['država', 'zakon', 'praven', 'globok', 'glede', 'denar', 'demokracija', 'pravica', 'plačevati', 'državen'], ['slovenski', 'novinar', 'medij', 'sodišče', 'najbolj', 'narod', 'pomeniti', 'meja', 'ustaven', 'Janša'], ['vedeti', 'povedati', 'Janša', 'držati', 'obstajati', 'bog', 'pokazati', 'Slovenec', 'delati', 'smrt'], ['komunističen', 'zato', 'tožilka', 'podgana', 'poslanec', 'cepljen', 'Berk', 'mlad', 'tožilstvo', 'misliti'], ['dati', 'narediti', 'treba', 'minister', 'denar', 'čas', 'zakon', 'razumeti', 'mir', 'potreben'], ['vlada', 'ukrep', 'cepljenje', 'odločitev', 'volitev', 'Janša', 'kriv', 'glede', 'predlog', 'pasti'], ['imeti', 'novinar', 'doza', 'slo.', 'povedati', 'doma', 'delo', 'praviti', 'težava', 'očitno'], ['iti', 'covid', 'cepljenje', 'zato', 'denar', 'šola', 'test', 'star', 'virus', 'cepivo'], ['predsednik', 'dobiti', 'misliti', 'delati', 'Pahor', 'republika', 'plača', 'skupaj', 'gorica', 'vlada'], ['svet', 'priti', 'otrok', 'zato', 'konec', 'del', 'stranka', 'slo.', 'Slovenec', 'cepivo'], ['Slovenija', 'iti', 'republika', 'novinar', 'Evropa', 'Janša', 'dobiti', 'evropski', 'svet', 'Janez'], ['čas', 'stranka', 'delati', 'lev', 'poslanec', 'videti', 'SDS', 'volitev', 'praviti', 'življenje']]",0.72,-0.18236394321668303,-10.961641871213095,1
LDA,15,"[['imeti', 'človek', 'pogledati', 'cepiti', 'iti', 'voditi', 'država', 'zgoditi', 'zaposlen', 'začeti'], ['narediti', 'imeti', 'delati', 'iti', 'povedati', 'komunist', 'slovenski', 'Slovenija', 'konec', 'poslanec'], ['vedeti', 'protest', 'iti', 'znati', 'takrat', 'potreben', 'čakati', 'imeti', 'oseben', 'glas'], ['predsednik', 'današnji', 'imeti', 'sramota', 'svet', 'diploma', 'področje', 'Fajon', 'Slovenija', 'republika'], ['hvala', 'voda', 'SDS', 'minister', 'prostor', 'človek', 'vesel', 'imeti', 'Čeferin', 'dolgo'], ['cepljenje', 'vedeti', 'vseeno', 'koalicija', 'a', 'očitno', 'Slovenec', 'obvezen', 'policija', 'izjava'], ['nov', 'oblast', 'življenje', 'političen', 'Janša', 'vlada', 'imeti', 'preveč', 'medij', 'slovenski'], ['Slovenija', 'denar', 'plačevati', 'zdravnik', 'imeti', 'država', 'dejstvo', 'via', 'človek', 'zdravstvo'], ['imeti', 'slišati', 'slo.', 'najti', 'govoriti', 'držati', 'reči', 'demokracija', 'potrebovati', 'vojna'], ['imeti', 'čas', 'nov', 'zakon', 'vlada', 'iti', 'volitev', 'politika', 'delo', 'glede'], ['imeti', 'vlada', 'covid', 'skupaj', 'človek', 'reči', 'tvit', 'umreti', 'ženska', 'rdeč'], ['imeti', 'beseda', 'maska', 'prebrati', 'mnenje', 'test', 'človek', 'Evropa', 'svet', 'pozitiven'], ['sodišče', 'otrok', 'praviti', 'imeti', 'slovenski', 'mlad', 'vedeti', 'dati', 'narod', 'dobiti'], ['novica', 'pozivati', 'soden', 'vreči', 'posledica', 'javen', 'zveza', 'postopek', 'pot', 'smrt'], ['imeti', 'Slovenija', 'iti', 'doma', 'treba', 'najbolj', 'misliti', 'dobiti', 'drugače', 'pameten']]",0.7733333333333333,-0.2243150652072679,-10.694332096400196,1
BERTopic,15,"[['imeti', 'vedeti', 'iti', 'človek', 'vlada', 'čas', 'nov', 'minister', 'priti', 'dati'], ['cepljenje', 'cepivo', 'cepljen', 'virus', 'test', 'covid', 'okužba', 'pcr', 'cepiti', 'obvezen'], ['denar', 'plača', 'imeti', 'evro', 'dodatek', 'iti', 'plačati', 'davek', 'plačevati', 'sindikat'], ['otrok', 'šola', 'testirati', 'učitelj', 'starš', 'mlad', 'testiranje', 'lgbt', 'učenec', 'imeti'], ['sodišče', 'sodnik', 'ustaven', 'sodstvo', 'praven', 'zakon', 'ustava', 'vrhoven', 'soden', 'pravosodje'], ['pravilno', 'žid', 'število', 'imeti', 'narediti', 'vsekakor', 'normalen', 'veljati', 'poslati', 'zgoditi'], ['novinar', 'medij', 'medijski', 'novinarski', 'napad', 'novinarstvo', 'imeti', 'poročati', 'uredništvo', 'hiša'], ['zdravnik', 'pacient', 'bolnišnica', 'bolnik', 'covid', 'medicinski', 'zdravstven', 'zdravstvo', 'sestra', 'dr'], ['komunist', 'komunističen', 'komunizem', 'oblast', 'kuba', 'žrtev', 'kul', 'titoist', 'naslednik', 'uničevati'], ['fašist', 'fašizem', 'nacist', 'neonacist', 'hitler', 'nacizem', 'diktator', 'janšist', 'skrajen', 'fašističen'], ['volitev', 'volilec', 'volilen', 'referendum', 'glasovati', 'stranka', 'glasovanje', 'volivec', 'predčasen', 'imeti'], ['vlada', 'država', 'delati', 'skrajnost', 'sektor', 'oblast', 'državen', 'narediti', 'sestavljati', 'dolgo'], ['rtv', 'novinar', 'slovenija', 'slovenski', 'medij', 'janša', 'novinarstvo', 'nadaljevati', 'avtor', 'stanje'], ['praznik', 'praznovati', 'proslava', 'božič', 'praznovanje', 'tanja', 'fajon', 'zastava', 'državnost', 'ponos'], ['doza', 'panika', 'misliti', 'strah', 'imeti', 'človek', 'misel', 'pozornost', 'nesposobnost', 'odziv']]",0.9,-0.16782015809160747,-12.176077204408797,1
top2vec,15,"[array(['predsednik', 'jansa', 'glede', 'medij', 'lev', 'slovenski',
       'stranka', 'iti', 'praviti', 'vprasanje'], dtype='<U10'), array(['videti', 'narediti', 'treba', 'volitev', 'pisati', 'sds', 'via',
       'politicen', 'drzava', 'slovenec'], dtype='<U10'), array(['govoriti', 'svet', 'otrok', 'povedati', 'medij', 'problem',
       'treba', 'vedeti', 'glede', 'jansa'], dtype='<U10'), array(['dati', 'lev', 'drzaven', 'predsednik', 'skupaj', 'imeti', 'konec',
       'priti', 'slovenski', 'cakati'], dtype='<U10'), array(['clovek', 'covid', 'dati', 'predsednik', 'govoriti', 'problem',
       'povedati', 'vlada', 'dobiti', 'medij'], dtype='<U10'), array(['denar', 'sds', 'dobiti', 'jansa', 'slovenski', 'cepljenje',
       'govoriti', 'priti', 'rtv', 'lev'], dtype='<U10'), array(['priti', 'rtv', 'glede', 'povedati', 'slovenec', 'lev', 'novinar',
       'janez', 'iti', 'covid'], dtype='<U10'), array(['stranka', 'skupaj', 'gledati', 'treba', 'politika', 'slovenski',
       'javen', 'cepljenje', 'dati', 'slovenija'], dtype='<U10'), array(['cas', 'razumeti', 'narediti', 'via', 'delo', 'slovenski',
       'minister', 'pisati', 'drzava', 'zivljenje'], dtype='<U10'), array(['priti', 'volitev', 'vlada', 'del', 'delo', 'najbolj', 'via',
       'poslanec', 'zakon', 'dobiti'], dtype='<U10'), array(['misliti', 'zato', 'zakon', 'via', 'slovenski', 'iti', 'clovek',
       'slovenija', 'ziveti', 'novinar'], dtype='<U10'), array(['delati', 'zato', 'dr', 'praviti', 'nov', 'slovenija', 'poslanec',
       'jansa', 'covid', 'reci'], dtype='<U10'), array(['cepivo', 'sodisce', 'rtv', 'vedeti', 'praviti', 'volitev',
       'ziveti', 'denar', 'minister', 'clovek'], dtype='<U10'), array(['novinar', 'drzaven', 'vedeti', 'vprasanje', 'slovenec', 'zakon',
       'ukrep', 'politika', 'covid', 'narediti'], dtype='<U10'), array(['minister', 'novinar', 'zivljenje', 'cakati', 'cepljenje', 'svet',
       'konec', 'misliti', 'vedeti', 'politika'], dtype='<U10')]",0.43333333333333335,-0.30163745219118177,-12.615849022928824,2
NMF,15,"[['dobiti', 'priti', 'cepljenje', 'čakati', 'cepivo', 'slo.', 'služba', 'zanimati', 'praviti', 'odgovor'], ['vlada', 'predsednik', 'nov', 'ukrep', 'volitev', 'odločitev', 'kriv', 'lev', 'pasti', 'voditi'], ['iti', 'denar', 'star', 'razumeti', 'zato', 'gledati', 'vseeno', 'živec', 'reči', 'mogoče'], ['povedati', 'novinar', 'komunističen', 'tožilka', 'podgana', 'mlad', 'Berk', 'sodišče', 'ustaven', 'upati'], ['imeti', 'čas', 'doza', 'slo.', 'doma', 'misliti', 'težava', 'praviti', 'ime', 'zmaga'], ['Slovenija', 'svet', 'država', 'republika', 'Evropa', 'evropski', 'državljan', 'demokracija', 'narediti', 'novinar'], ['vedeti', 'nov', 'misliti', 'držati', 'obstajati', 'volitev', 'pomemben', 'priti', 'bog', 'Slovenec'], ['minister', 'zato', 'predsednik', 'narediti', 'šola', 'zunanji', 'dr.', 'interpelacija', 'misliti', 'pravosodje'], ['medij', 'videti', 'treba', 'ženska', 'reči', 'priti', 'resnica', 'pisati', 'slediti', 'moški'], ['covid', 'nov', 'cepljenje', 'otrok', 'cepivo', 'test', 'cepljen', 'cepiti', 'bolnik', 'smrt'], ['slovenski', 'čas', 'priti', 'reči', 'narod', 'najbolj', 'meja', 'pomeniti', 'dr.', 'kultura'], ['človek', 'doza', 'čas', 'občutek', 'skupina', 'živeti', 'ostati', 'verjeti', 'ukrep', 'potrebovati'], ['zakon', 'delo', 'otrok', 'vprašanje', 'predlog', 'voda', 'sodišče', 'dolgotrajen', 'oskrba', 'glede'], ['država', 'Janša', 'Janez', 'stranka', 'dati', 'SDS', 'stopnja', 'omeniti', 'pacient', 'obsedenost'], ['delati', 'videti', 'stranka', 'volitev', 'narediti', 'praviti', 'delo', 'SDS', 'državen', 'Slovenec']]",0.7733333333333333,-0.16091797896823665,-10.966556213302217,2
