model_name,top_n_words,topic_representations,topic_diversity,topic_coherence_npmi,topic_coherence_umass,seed
NMF,10,"[['Slovenija', 'slovenski', 'država', 'blago', 'polje', 'prejemnik', 'DDV', 'hrvaški', 'namen', 'evropski'], ['imeti', 'človek', 'čas', 'iti', 'vedeti', 'življenje', 'reči', 'zato', 'priti', 'videti'], ['ljubezen', 'čas', 'zdravje', 'služba', 'zato', 'partner', 'življenje', 'splošno', 'nov', 'odnos'], ['tekma', 'sezona', 'liga', 'ekipa', 'imeti', 'klub', 'točka', 'mesto', 'igrati', 'zmaga'], ['občina', 'javen', 'ukrep', 'mesten', 'prostor', 'mesto', 'plačilo', 'nov', 'občinski', 'epidemija'], ['ura', 'številka', 'občina', 'telefonski', 'zaprt', 'čas', 'pošta', 'elektronski', 'center', 'telefon'], ['Ljubljana', 'Nbsp', 'Slovenija', 'slovenski', 'minister', 'predsednik', 'svet', 'predlog', 'seja', 'evropski'], ['podjetje', 'imeti', 'nov', 'delo', 'družba', 'projekt', 'stranka', 'področje', 'razvoj', 'sistem'], ['odstotek', 'evro', 'milijon', 'cena', 'milijarda', 'odstoten', 'lani', 'država', 'rast', 'prihodek'], ['delo', 'delavec', 'zakon', 'delodajalec', 'plača', 'deloven', 'nadomestilo', 'čas', 'člen', 'ukrep'], ['vlada', 'država', 'predsednik', 'stranka', 'ukrep', 'Janša', 'minister', 'dejati', 'volitev', 'evropski'], ['okužba', 'covid', 'bolnik', 'število', 'zdravstven', 'ukrep', 'bolnišnica', 'okužen', 'bolezen', 'dom'], ['nov', 'koronavirus', 'država', 'okužba', 'človek', 'potrditi', 'umreti', 'pandemija', 'število', 'kitajski'], ['otrok', 'šola', 'starš', 'učenec', 'vrtec', 'šolski', 'izobraževanje', 'učitelj', 'osnoven', 'družina'], ['policist', 'policija', 'sodišče', 'vozilo', 'dejanje', 'voznik', 'policijski', 'nesreča', 'maska', 'postopek']]",0.8066666666666666,0.1226981715765212,-1.684392326726577,2
LDA,10,"[['film', 'knjiga', 'nagrada', 'nov', 'festival', 'delo', 'slovenski', 'pesem', 'glasba', 'svet'], ['Slovenija', 'delo', 'javen', 'ministrstvo', 'zakon', 'ukrep', 'predlog', 'čas', 'vlada', 'sredstvo'], ['hrana', 'prostor', 'voda', 'stanovanje', 'trgovina', 'izdelek', 'imeti', 'hiša', 'žival', 'naraven'], ['dirka', 'mesto', 'kolesar', 'etapa', 'svetoven', 'sekunda', 'zmaga', 'kolesarski', 'ekipa', 'tour'], ['država', 'evropski', 'ZDA', 'ameriški', 'nov', 'hrvaški', 'poročati', 'pandemija', 'kitajski', 'agencija'], ['občina', 'cesta', 'območje', 'nov', 'ura', 'mesten', 'promet', 'mesto', 'objekt', 'župan'], ['tekma', 'sezona', 'liga', 'klub', 'ekipa', 'točka', 'slovenski', 'igra', 'igralec', 'minuta'], ['imeti', 'čas', 'človek', 'iti', 'zato', 'življenje', 'vedeti', 'videti', 'povedati', 'priti'], ['vlada', 'predsednik', 'stranka', 'političen', 'volitev', 'Janša', 'medij', 'poslanec', 'sodišče', 'minister'], ['policist', 'policija', 'vozilo', 'nesreča', 'policijski', 'avtomobil', 'dejanje', 'voznik', 'leten', 'sodišče'], ['spleten', 'podjetje', 'nov', 'sistem', 'uporabnik', 'uporaba', 'tehnologija', 'aplikacija', 'telefon', 'omogočati'], ['nov', 'okužba', 'koronavirus', 'ukrep', 'covid', 'število', 'človek', 'zdravstven', 'okužen', 'dom'], ['evro', 'odstotek', 'milijon', 'podjetje', 'cena', 'družba', 'banka', 'lani', 'milijarda', 'odstoten'], ['otrok', 'šola', 'starš', 'družina', 'cerkev', 'vrtec', 'šolski', 'izobraževanje', 'učenec', 'mlad'], ['slovenski', 'Slovenija', 'Ljubljana', 'dogodek', 'društvo', 'koncert', 'Slovenec', 'gledališče', 'kraj', 'pretežno']]",0.8866666666666667,0.10985436299987977,-1.7475306671395934,2
BERTopic,10,"[['imeti', 'nov', 'slovenija', 'čas', 'slovenski', 'država', 'človek', 'delo', 'vlada', 'ukrep'], ['tekma', 'točka', 'liga', 'sezona', 'zmaga', 'ekipa', 'minuta', 'mesto', 'pokal', 'nba'], ['policist', 'vozilo', 'cesta', 'voznik', 'požar', 'nesreča', 'ura', 'prometen', 'policijski', 'dejanje'], ['okužba', 'bolnik', 'nov', 'covid', 'dom', 'okužen', 'bolnišnica', 'hrvaški', 'koronavirus', 'potrditi'], ['maska', 'ukrep', 'slovenija', 'vlada', 'zakon', 'država', 'evro', 'delo', 'delavec', 'odlok'], ['film', 'filmski', 'imeti', 'meghan', 'harry', 'življenje', 'vloga', 'igralec', 'festival', 'princ'], ['evropski', 'država', 'komisija', 'članica', 'dogovor', 'unija', 'bruselj', 'turčija', 'britanski', 'migrant'], ['kitajski', 'okužba', 'nov', 'koronavirus', 'človek', 'država', 'virus', 'italija', 'število', 'potrditi'], ['dirka', 'etapa', 'kolesar', 'roglič', 'pogačar', 'tour', 'zmaga', 'ekipa', 'kolesarski', 'majica'], ['ljubezen', 'imeti', 'življenje', 'partner', 'odnos', 'čas', 'otrok', 'zato', 'človek', 'služba'], ['okužba', 'koronavirus', 'država', 'nov', 'število', 'človek', 'covid', 'umreti', 'zda', 'potrditi'], ['stranka', 'desus', 'vlada', 'koalicija', 'poslanec', 'predsednik', 'smc', 'volitev', 'poslanski', 'janša'], ['glasba', 'glasben', 'pesem', 'koncert', 'album', 'skladba', 'festival', 'glasbenik', 'slovenski', 'skupina'], ['avtomobil', 'vozilo', 'električen', 'motor', 'model', 'cena', 'vožnja', 'nov', 'evro', 'avtomobilski'], ['oblačen', 'pretežno', 'temperatura', 'veter', 'stopinja', 'celzij', 'padavina', 'jasno', 'jasen', 'delno']]",0.7733333333333333,0.13161922534351364,-2.3786068201636175,2
top2vec,10,"[array(['bolnik', 'bolnisnicen', 'nijz', 'obolel', 'beovicev', 'nimz',
       'pacient', 'infektologinja', 'hospitaliziran', 'beovic'],
      dtype='<U15'), array(['seksi', 'obozevati', 'prijateljica', 'zmenek', 'partnerjev',
       'ljubezen', 'zaljubiti', 'ljubiti', 'seks', 'obozevalka'],
      dtype='<U15'), array(['obresten', 'medletno', 'bruto', 'cetrtletje', 'rast', 'prihodek',
       'potrosnja', 'makroekonomski', 'likvidnost', 'neto'], dtype='<U15'), array(['demokrat', 'sovrastvo', 'levicarski', 'komunizem', 'demokratski',
       'demokraticen', 'komunist', 'krscanski', 'levicar', 'komunisticen'],
      dtype='<U15'), array(['gledaliski', 'opus', 'priredba', 'umetniski', 'ustvarjalec',
       'glasben', 'zanr', 'dramski', 'festival', 'glasba'], dtype='<U15'), array(['smc', 'lms', 'koalicijski', 'sds', 'desus', 'koalicija', 'sab',
       'poslanski', 'poslanec', 'nsi'], dtype='<U15'), array(['gradnja', 'kanalizacijski', 'gradben', 'direkcija', 'izgradnja',
       'novogradnja', 'kanalizacija', 'umescanje', 'prenova', 'sanacija'],
      dtype='<U15'), array(['nogometas', 'vezist', 'zabiti', 'zadetek', 'nogometen',
       'branilec', 'prvoligas', 'remizirati', 'enajstmetrovka', 'vratar'],
      dtype='<U15'), array(['okuzba', 'koronavirus', 'smrten', 'ozdraveti', 'okuziti', 'wuhan',
       'hubei', 'zajeziti', 'poostriti', 'okuzen'], dtype='<U15'), array(['vmesnik', 'android', 'omrezen', 'windows', 'googlov', 'google',
       'digitalen', 'pameten', 'aplikacija', 'tehnologija'], dtype='<U15'), array(['kazniv', 'policist', 'osumljenec', 'storilec', 'osumljen',
       'pridrzati', 'povzrocitev', 'prostost', 'ovaditi', 'kriminalist'],
      dtype='<U15'), array(['stopnicka', 'dirka', 'karavana', 'etapen', 'sprint', 'dirkati',
       'start', 'roglic', 'sestevek', 'kronometer'], dtype='<U15'), array(['koncnica', 'clippers', 'kosarkar', 'soigralec', 'dvoboj', 'tekma',
       'ljubljancan', 'igrati', 'doncic', 'dallas'], dtype='<U15'), array(['bruselj', 'unija', 'zaveznica', 'miroven', 'borrell', 'pogajanje',
       'parlament', 'voditelj', 'pogajalec', 'geopoliticen'], dtype='<U15'), array(['padavina', 'vremenoslovec', 'veter', 'jugozahodnik', 'nizina',
       'vremenski', 'sneziti', 'nevihta', 'naliv', 'dez'], dtype='<U15')]",1.0,0.1386465689151993,-3.115101964670628,3
NMF,10,"[['sodišče', 'ljubezen', 'piškotek', 'spleten', 'služba', 'župnija', 'postopek', 'policija', 'podatek', 'oseba'], ['ukrep', 'epidemija', 'delo', 'čas', 'zakon', 'vlada', 'javen', 'predlog', 'zdravstven', 'ministrstvo'], ['Slovenija', 'delo', 'delavec', 'delodajalec', 'plača', 'nadomestilo', 'člen', 'republika', 'deloven', 'zakon'], ['imeti', 'čas', 'iti', 'zato', 'vedeti', 'priti', 'videti', 'narediti', 'ljubezen', 'delati'], ['otrok', 'človek', 'imeti', 'življenje', 'družina', 'iti', 'bolezen', 'pomoč', 'vedeti', 'starš'], ['vlada', 'stranka', 'predsednik', 'Janša', 'Slovenija', 'poslanec', 'medij', 'političen', 'minister', 'volitev'], ['odstotek', 'evro', 'podjetje', 'milijon', 'cena', 'družba', 'milijarda', 'nov', 'lani', 'odstoten'], ['nov', 'okužba', 'koronavirus', 'število', 'covid', 'potrditi', 'okužen', 'človek', 'bolnik', 'umreti'], ['občina', 'ura', 'javen', 'mesten', 'številka', 'občinski', 'center', 'občan', 'telefonski', 'pošta'], ['šola', 'otrok', 'učenec', 'vrtec', 'šolski', 'izobraževanje', 'starš', 'osnoven', 'učitelj', 'pouk'], ['država', 'blago', 'evropski', 'ZDA', 'ameriški', 'človek', 'članica', 'polje', 'prejemnik', 'kitajski'], ['tekma', 'liga', 'sezona', 'klub', 'ekipa', 'točka', 'igrati', 'prvak', 'slovenski', 'igralec'], ['slovenski', 'svet', 'človek', 'nov', 'čas', 'življenje', 'film', 'knjiga', 'projekt', 'delo'], ['mesto', 'vozilo', 'policist', 'voznik', 'policija', 'nesreča', 'cesta', 'dirka', 'ura', 'vožnja'], ['Ljubljana', 'Slovenija', 'slovenski', 'Nbsp', 'minister', 'predsednik', 'evropski', 'mednaroden', 'konferenca', 'seja']]",0.8133333333333334,0.10980235108362082,-1.8512015740002645,3
LDA,10,"[['tekma', 'minuta', 'točka', 'zmaga', 'liga', 'gol', 'ekipa', 'igrati', 'Olimpija', 'domač'], ['imeti', 'čas', 'človek', 'zato', 'iti', 'življenje', 'vedeti', 'videti', 'povedati', 'priti'], ['vlada', 'predsednik', 'Slovenija', 'stranka', 'minister', 'evropski', 'država', 'predlog', 'volitev', 'državen'], ['evro', 'odstotek', 'milijon', 'podjetje', 'družba', 'cena', 'milijarda', 'banka', 'lani', 'finančen'], ['slovenski', 'medij', 'človek', 'zapisati', 'pravica', 'iti', 'družben', 'političen', 'protest', 'Slovenija'], ['slovenski', 'film', 'Ljubljana', 'nov', 'knjiga', 'delo', 'Slovenija', 'dogodek', 'nagrada', 'svet'], ['država', 'nov', 'hrvaški', 'ameriški', 'ZDA', 'poročati', 'koronavirus', 'človek', 'kitajski', 'pandemija'], ['ukrep', 'delo', 'javen', 'Slovenija', 'čas', 'epidemija', 'šola', 'ministrstvo', 'občina', 'zaposlen'], ['sezona', 'klub', 'liga', 'ekipa', 'dirka', 'prvak', 'prvenstvo', 'nogometen', 'nov', 'tekma'], ['policist', 'policija', 'sodišče', 'policijski', 'dejanje', 'postopek', 'preiskava', 'kazniv', 'leten', 'uprava'], ['okužba', 'nov', 'koronavirus', 'covid', 'zdravstven', 'okužen', 'število', 'bolnik', 'virus', 'bolnišnica'], ['vozilo', 'ura', 'občina', 'cesta', 'nesreča', 'območje', 'avtomobil', 'prostor', 'voznik', 'mesto'], ['otrok', 'ženska', 'družina', 'moški', 'cerkev', 'oče', 'svet', 'sin', 'bog', 'žena'], ['igra', 'mesto', 'svetoven', 'slovenski', 'tekma', 'igralec', 'sezona', 'olimpijski', 'turnir', 'šport'], ['spleten', 'nov', 'podjetje', 'sistem', 'razvoj', 'projekt', 'uporaba', 'uporabnik', 'uporabljati', 'področje']]",0.8333333333333334,0.10344013727590788,-1.6299645802057479,3
BERTopic,10,"[['imeti', 'nov', 'slovenija', 'čas', 'država', 'slovenski', 'vlada', 'delo', 'človek', 'ukrep'], ['tekma', 'sezona', 'liga', 'turnir', 'klub', 'prvenstvo', 'svetoven', 'tekmovanje', 'igra', 'mesto'], ['okužba', 'nov', 'koronavirus', 'kitajski', 'država', 'človek', 'število', 'potrditi', 'umreti', 'okužen'], ['maska', 'ukrep', 'vlada', 'slovenija', 'odlok', 'država', 'javen', 'meja', 'zaščiten', 'občina'], ['film', 'filmski', 'imeti', 'meghan', 'igralec', 'režiser', 'harry', 'festival', 'princ', 'družina'], ['okužba', 'bolnik', 'nov', 'bolnišnica', 'covid', 'okužen', 'dom', 'koronavirus', 'število', 'potrditi'], ['ljubezen', 'življenje', 'imeti', 'partner', 'odnos', 'zato', 'čas', 'otrok', 'služba', 'človek'], ['trump', 'biden', 'volitev', 'zda', 'predsednik', 'ameriški', 'trumpov', 'donald', 'glas', 'demokrat'], ['vozilo', 'voznik', 'cesta', 'nesreča', 'policist', 'prometen', 'avtocesta', 'promet', 'ura', 'tovoren'], ['glasben', 'glasba', 'koncert', 'pesem', 'album', 'festival', 'skladba', 'glasbenik', 'slovenski', 'skupina'], ['oblačen', 'pretežno', 'temperatura', 'stopinja', 'veter', 'celzij', 'jasno', 'padavina', 'delno', 'jasen'], ['dirka', 'etapa', 'kolesar', 'roglič', 'pogačar', 'tour', 'kolesarski', 'majica', 'vzpon', 'primož'], ['policist', 'dejanje', 'kazniv', 'policijski', 'policija', 'droga', 'območje', 'leten', 'obravnavati', 'uprava'], ['evropski', 'članica', 'britanski', 'komisija', 'dogovor', 'bruselj', 'država', 'unija', 'parlament', 'pogajanje'], ['cerkev', 'svet', 'papež', 'vernik', 'bog', 'maša', 'duhovnik', 'župnija', 'človek', 'jezus']]",0.8533333333333334,0.17683989139156933,-1.9637924010000622,3
top2vec,15,"[array(['branilec', 'soigralec', 'zadetek', 'nogometas', 'zabiti',
       'vezist', 'derbi', 'trener', 'vratar', 'dres', 'polcas', 'podaja',
       'gol', 'odigrati', 'tekma'], dtype='<U15'), array(['sds', 'smc', 'lms', 'jansev', 'koalicija', 'desus', 'levica',
       'koalicijski', 'opozicija', 'jansa', 'poslanec', 'sab',
       'poslanski', 'nsi', 'jans'], dtype='<U15'), array(['donald', 'trump', 'trumpov', 'biden', 'republikanec', 'bidnov',
       'zda', 'washington', 'demokratski', 'republikanski', 'bruselj',
       'demokrat', 'miroven', 'borrell', 'administracija'], dtype='<U15'), array(['bolnisnicen', 'bolnik', 'pacient', 'obolel', 'obolenje',
       'prebolevati', 'infekcijski', 'klinicen', 'hospitaliziran', 'bris',
       'zdravljenje', 'infektologinja', 'dihalo', 'infektolog',
       'beovicev'], dtype='<U15'), array(['seksi', 'ljubezen', 'zmenek', 'obozevalec', 'zaljubiti', 'srecen',
       'zaljubljen', 'postaven', 'trebuscek', 'prijateljica',
       'obozevalka', 'instagram', 'ljubiti', 'seks', 'ljubezenski'],
      dtype='<U15'), array(['karavana', 'stopnicka', 'dirka', 'sprint', 'roglic', 'start',
       'etapen', 'prvenstvo', 'zaostati', 'kronometer', 'tour', 'dirkati',
       'ekipen', 'sprinterski', 'pokal'], dtype='<U15'), array(['likvidnost', 'obresten', 'bruto', 'makroekonomski', 'medletno',
       'rast', 'kreditiranje', 'banka', 'potrosnja', 'depozit', 'neto',
       'likvidnosten', 'javnofinancen', 'prihodek', 'gospodarstvo'],
      dtype='<U15'), array(['policist', 'osumljenec', 'kazniv', 'povzrocitev', 'storilec',
       'osumljen', 'pridrzati', 'kriminalist', 'oskodovanka', 'prostost',
       'pripor', 'vlom', 'tatvina', 'oskodovanec', 'ovadba'], dtype='<U15'), array(['umetniski', 'glasben', 'priredba', 'opus', 'zanr', 'ustvarjalec',
       'gledaliski', 'festival', 'reziser', 'glasba', 'dramski',
       'produkcija', 'obcinstvo', 'umetnik', 'odrski'], dtype='<U15'), array(['vmesnik', 'android', 'zmogljiv', 'pameten', 'tehnologija',
       'procesor', 'omrezen', 'windows', 'digitalen', 'snapdragon',
       'googlov', 'brezzicen', 'povezljivost', 'nadgrajen',
       'funkcionalnost'], dtype='<U15'), array(['suh', 'padavina', 'vlazen', 'vremenoslovec', 'jugozahodnik',
       'dotekati', 'nizina', 'burja', 'veter', 'zapihati', 'topel',
       'nevihta', 'ciklonski', 'ohladitev', 'celzij'], dtype='<U15'), array(['gradnja', 'kanalizacijski', 'izgradnja', 'kanalizacija',
       'direkcija', 'gradben', 'sanacija', 'novogradnja', 'investitor',
       'vodovod', 'obvoznica', 'odsek', 'vodovoden', 'infrastruktura',
       'umescanje'], dtype='<U15'), array(['okuzba', 'ozdraveti', 'koronavirus', 'okuziti', 'zajezitev',
       'novookuzen', 'smrten', 'okuzen', 'strog', 'narascanje', 'beros',
       'zarisce', 'zajeziti', 'rahljati', 'samoizolacija'], dtype='<U15'), array(['odlok', 'razkuzevanje', 'prehajanje', 'upostevanje', 'nijz',
       'omejitev', 'ponujanje', 'utemeljenost', 'razkuzilo', 'higienski',
       'izjema', 'obratovanje', 'prodajanje', 'gostinski', 'veljava'],
      dtype='<U15'), array(['katoliski', 'obhajati', 'cerkev', 'duhovnik', 'krscanski', 'skof',
       'bozji', 'nadskof', 'jezusov', 'katolican', 'duhoven', 'molitev',
       'moliti', 'verovati', 'evangelij'], dtype='<U15')]",1.0,0.13879466547573907,-3.033202323990552,1
NMF,15,"[['odstotek', 'evro', 'milijon', 'podjetje', 'milijarda', 'cena', 'država', 'odstoten', 'lani', 'družba', 'prihodek', 'rast', 'sredstvo', 'banka', 'evropski'], ['občina', 'ura', 'javen', 'mesten', 'številka', 'občinski', 'center', 'občan', 'telefonski', 'pošta', 'zaprt', 'elektronski', 'čas', 'plačilo', 'nadaljnji'], ['imeti', 'človek', 'iti', 'vedeti', 'priti', 'reči', 'videti', 'čas', 'zato', 'delati', 'narediti', 'takrat', 'povedati', 'misliti', 'življenje'], ['vlada', 'stranka', 'predsednik', 'Janša', 'poslanec', 'volitev', 'minister', 'političen', 'medij', 'koalicija', 'dejati', 'Janez', 'državen', 'SDS', 'skupina'], ['Ljubljana', 'Slovenija', 'slovenski', 'Nbsp', 'minister', 'evropski', 'predsednik', 'mednaroden', 'konferenca', 'ministrstvo', 'dogodek', 'zveza', 'svet', 'seja', 'projekt'], ['nov', 'koronavirus', 'blago', 'ura', 'mesto', 'polje', 'potrditi', 'umreti', 'prejemnik', 'testiranje', 'DDV', 'odpust', 'intenz', 'okvir', 'obdobje'], ['človek', 'država', 'slovenski', 'svet', 'policija', 'življenje', 'ameriški', 'vojna', 'iti', 'meja', 'ZDA', 'film', 'oblast', 'medij', 'političen'], ['vozilo', 'spleten', 'podatek', 'voznik', 'avtomobil', 'piškotek', 'uporabnik', 'policist', 'uporaba', 'vožnja', 'sistem', 'telefon', 'nesreča', 'aplikacija', 'naprava'], ['okužba', 'koronavirus', 'covid', 'število', 'nov', 'ukrep', 'človek', 'bolnik', 'država', 'okužen', 'potrditi', 'virus', 'bolnišnica', 'zdravstven', 'umreti'], ['liga', 'klub', 'sezona', 'tekma', 'prvak', 'evropski', 'igralec', 'igrati', 'ekipa', 'nogometen', 'prvenstvo', 'tekmovanje', 'trener', 'športen', 'igra'], ['ukrep', 'Slovenija', 'zakon', 'država', 'javen', 'vlada', 'epidemija', 'blago', 'člen', 'predlog', 'plača', 'republika', 'delo', 'delavec', 'nadomestilo'], ['tekma', 'točka', 'mesto', 'slovenski', 'zmaga', 'minuta', 'konec', 'ekipa', 'dirka', 'sezona', 'svetoven', 'imeti', 'doseči', 'domač', 'gol'], ['župnija', 'služba', 'ljubezen', 'župnik', 'imenovan', 'Ljubljana', 'zdravje', 'razrešen', 'kaplan', 'splošno', 'Maribor', 'soupravitelj', 'sodišče', 'duhoven', 'pomočnik'], ['delo', 'otrok', 'dom', 'šola', 'čas', 'delavec', 'zaposlen', 'deloven', 'starš', 'delodajalec', 'imeti', 'pomoč', 'družina', 'vrtec', 'star'], ['čas', 'podjetje', 'ljubezen', 'zato', 'življenje', 'svet', 'pomemben', 'projekt', 'področje', 'partner', 'način', 'družba', 'odnos', 'zdravje', 'začeti']]",0.7955555555555556,0.08317739860973394,-2.2289506526114686,1
LDA,15,"[['okužba', 'nov', 'koronavirus', 'covid', 'število', 'zdravstven', 'okužen', 'človek', 'bolnik', 'bolnišnica', 'virus', 'bolezen', 'potrditi', 'test', 'umreti'], ['evro', 'odstotek', 'podjetje', 'milijon', 'družba', 'Slovenija', 'sredstvo', 'država', 'finančen', 'ukrep', 'evropski', 'nov', 'banka', 'gospodarstvo', 'cena'], ['tekma', 'liga', 'klub', 'sezona', 'točka', 'minuta', 'igrati', 'igralec', 'ekipa', 'nogometen', 'prvak', 'zmaga', 'trener', 'nogometaš', 'imeti'], ['ukrep', 'država', 'hrvaški', 'maska', 'Slovenija', 'nov', 'meja', 'vlada', 'koronavirus', 'veljati', 'človek', 'omejitev', 'trgovina', 'javen', 'ura'], ['vozilo', 'cesta', 'območje', 'ura', 'nesreča', 'voznik', 'policist', 'kraj', 'prometen', 'hiša', 'voda', 'stanovanje', 'promet', 'avtomobil', 'mesto'], ['izdelek', 'sistem', 'nov', 'imeti', 'hrana', 'model', 'razvoj', 'uporaba', 'električen', 'različen', 'avtomobil', 'znamka', 'raziskava', 'prostor', 'uporabljati'], ['imeti', 'čas', 'človek', 'zato', 'iti', 'življenje', 'vedeti', 'videti', 'svet', 'priti', 'začeti', 'nov', 'povedati', 'reči', 'pomemben'], ['ameriški', 'ZDA', 'država', 'kitajski', 'predsednik', 'Trump', 'agencija', 'poročati', 'tiskoven', 'svet', 'pandemija', 'dejati', 'nov', 'francoski', 'milijon'], ['slovenski', 'film', 'Slovenija', 'knjiga', 'nagrada', 'Ljubljana', 'dogodek', 'nov', 'kulturen', 'projekt', 'festival', 'kultura', 'delo', 'svet', 'program'], ['ženska', 'otrok', 'moški', 'družina', 'oče', 'leten', 'znan', 'fotografija', 'povedati', 'imeti', 'star', 'zapisati', 'sin', 'mlad', 'mama'], ['občina', 'delo', 'šola', 'dom', 'otrok', 'javen', 'Ljubljana', 'zaposlen', 'center', 'zavod', 'ministrstvo', 'čas', 'Maribor', 'pomoč', 'star'], ['vlada', 'Slovenija', 'predsednik', 'stranka', 'minister', 'zakon', 'predlog', 'slovenski', 'državen', 'Janša', 'nov', 'dejati', 'javen', 'glede', 'poslanec'], ['sezona', 'mesto', 'svetoven', 'slovenski', 'dirka', 'ekipa', 'tekmovanje', 'športen', 'imeti', 'prvenstvo', 'igra', 'šport', 'tekma', 'konec', 'zmaga'], ['policija', 'evropski', 'sodišče', 'država', 'policist', 'dejanje', 'napad', 'protest', 'preiskava', 'vojska', 'policijski', 'kazniv', 'pravica', 'oblast', 'unija'], ['spleten', 'uporabnik', 'aplikacija', 'telefon', 'omrežje', 'podatek', 'naprava', 'pameten', 'mobilen', 'nov', 'omogočati', 'tehnologija', 'uporaba', 'informacija', 'uporabljati']]",0.7822222222222223,0.08768807318213732,-1.6131013855703038,1
BERTopic,15,"[['imeti', 'nov', 'slovenija', 'čas', 'država', 'slovenski', 'človek', 'delo', 'vlada', 'ukrep', 'iti', 'svet', 'ljubljana', 'zato', 'evro'], ['tekma', 'točka', 'sezona', 'zmaga', 'liga', 'minuta', 'ekipa', 'mesto', 'igralec', 'turnir', 'pokal', 'svetoven', 'imeti', 'skok', 'nba'], ['občina', 'stanovanje', 'objekt', 'prostor', 'požar', 'gradnja', 'projekt', 'odpadek', 'nov', 'cesta', 'mesten', 'delo', 'območje', 'voda', 'javen'], ['okužba', 'nov', 'koronavirus', 'kitajski', 'država', 'človek', 'število', 'potrditi', 'umreti', 'virus', 'covid', 'ukrep', 'okužen', 'poročati', 'oblast'], ['film', 'filmski', 'imeti', 'življenje', 'igralec', 'meghan', 'družina', 'vloga', 'režiser', 'igralka', 'festival', 'harry', 'serija', 'princ', 'zgodba'], ['okužba', 'nov', 'dom', 'cepivo', 'covid', 'okužen', 'bolnik', 'stanovalec', 'koronavirus', 'bolnišnica', 'testiranje', 'potrditi', 'test', 'število', 'zaposlen'], ['stranka', 'vlada', 'desus', 'predsednik', 'koalicija', 'poslanec', 'volitev', 'smc', 'janša', 'poslanski', 'sds', 'političen', 'erjavec', 'odstotek', 'pivčev'], ['slovenija', 'ukrep', 'vlada', 'meja', 'država', 'odlok', 'hrvaški', 'trgovina', 'nov', 'javen', 'epidemija', 'koronavirus', 'oseba', 'prehod', 'omejitev'], ['trump', 'biden', 'zda', 'ameriški', 'predsednik', 'volitev', 'trumpov', 'donald', 'država', 'demokrat', 'glas', 'zvezen', 'predsedniški', 'new', 'demokratski'], ['vozilo', 'cesta', 'nesreča', 'voznik', 'prometen', 'avtocesta', 'policist', 'ura', 'promet', 'prehod', 'oseben', 'mejen', 'zaprt', 'smer', 'tovoren'], ['dirka', 'etapa', 'kolesar', 'roglič', 'pogačar', 'tour', 'zmaga', 'ekipa', 'majica', 'kolesarski', 'primož', 'sezona', 'vzpon', 'sekunda', 'kilometer'], ['ljubezen', 'življenje', 'imeti', 'partner', 'odnos', 'otrok', 'zato', 'čas', 'služba', 'človek', 'splošno', 'čustvo', 'samski', 'zdravje', 'energija'], ['odstotek', 'indeks', 'evro', 'cena', 'rast', 'nafta', 'dolar', 'odstoten', 'borza', 'delnica', 'trgovanje', 'banka', 'četrtletje', 'padec', 'bdp'], ['glasba', 'glasben', 'koncert', 'pesem', 'album', 'skladba', 'festival', 'glasbenik', 'slovenski', 'skupina', 'imeti', 'nov', 'zasedba', 'čas', 'orkester'], ['piškotek', 'uporabnik', 'telefon', 'spleten', 'pameten', 'huawei', 'naprava', 'aplikacija', 'omogočati', 'mobilen', 'tovrsten', 'računalnik', 'uporabljati', 'zaslon', 'uporaba']]",0.8044444444444444,0.11838664480002523,-2.3754021215644525,1
