model_name,num_topics,topic_representations,topic_diversity,topic_coherence_npmi,topic_coherence_umass,seed
top2vec,8,"[array(['ljubezenski', 'romanticen', 'obozevalec', 'pevka', 'pesem',
       'ljubezen', 'glasbenica', 'album', 'lik', 'glasba'], dtype='<U15'), array(['tekma', 'branilec', 'mostvo', 'kapetan', 'dvoboj', 'soigralec',
       'prvenstvo', 'trener', 'zadetek', 'klubski'], dtype='<U15'), array(['politicen', 'jansa', 'sds', 'koalicijski', 'koalicija',
       'demokraticen', 'demokracija', 'jansev', 'opozicija', 'smc'],
      dtype='<U15'), array(['policist', 'policijski', 'ocividec', 'vozisce', 'resevalec',
       'pridrzati', 'izslediti', 'voznica', 'poskodovan', 'osumljenec'],
      dtype='<U15'), array(['funkcionalnost', 'povezljivost', 'vmesnik', 'hpe', 'windows',
       'podatkoven', 'zmogljiv', 'brezzicen', 'strojen', 'palcen'],
      dtype='<U15'), array(['bolnisnicen', 'bolnik', 'nijz', 'hospitaliziran', 'nimz', 'kacin',
       'ukc', 'infekcijski', 'bris', 'jelko'], dtype='<U15'), array(['johns', 'okuziti', 'smrten', 'donald', 'wuhan', 'fauci', 'okuzba',
       'vuhan', 'trump', 'koronavirus'], dtype='<U15'), array(['likvidnost', 'dobicek', 'donosnost', 'kapitalski', 'likvidnosten',
       'prihodek', 'dohodek', 'javnofinancen', 'makroekonomski',
       'obresten'], dtype='<U15')]",1.0,0.06628635950810668,-4.144082554659546,3
NMF,8,"[['vlada', 'država', 'Slovenija', 'predsednik', 'stranka', 'evropski', 'minister', 'ukrep', 'Janša', 'slovenski'], ['občina', 'ura', 'javen', 'zaprt', 'mesten', 'številka', 'nadaljnji', 'center', 'občinski', 'ukrep'], ['nov', 'okužba', 'koronavirus', 'človek', 'covid', 'število', 'potrditi', 'država', 'ukrep', 'okužen'], ['evro', 'odstotek', 'podjetje', 'milijon', 'delo', 'dohodnina', 'zakon', 'Slovenija', 'plača', 'deloven'], ['imeti', 'čas', 'človek', 'otrok', 'iti', 'življenje', 'delo', 'zato', 'vedeti', 'priti'], ['svet', 'človek', 'nov', 'slovenski', 'mesto', 'spleten', 'podjetje', 'ameriški', 'ZDA', 'del'], ['Nbsp', 'Ljubljana', 'Slovenija', 'slovenski', 'delo', 'zveza', 'minister', 'mednaroden', 'predlog', 'republika'], ['tekma', 'sezona', 'liga', 'imeti', 'mesto', 'ekipa', 'točka', 'slovenski', 'zmaga', 'klub']]",0.7875,0.08047695514309164,-1.5309649901562383,3
LDA,8,"[['občina', 'prostor', 'voda', 'mesten', 'župan', 'hrana', 'objekt', 'center', 'Maribor', 'dom'], ['tekma', 'sezona', 'liga', 'mesto', 'ekipa', 'točka', 'klub', 'zmaga', 'slovenski', 'imeti'], ['nov', 'slovenski', 'film', 'knjiga', 'nagrada', 'dogodek', 'fotografija', 'delo', 'svet', 'letos'], ['nov', 'koronavirus', 'okužba', 'ukrep', 'covid', 'človek', 'država', 'zdravstven', 'število', 'epidemija'], ['policist', 'vozilo', 'policija', 'ura', 'cesta', 'avtomobil', 'območje', 'nesreča', 'voznik', 'policijski'], ['predsednik', 'vlada', 'država', 'stranka', 'Slovenija', 'slovenski', 'evropski', 'minister', 'svet', 'dejati'], ['evro', 'podjetje', 'odstotek', 'Slovenija', 'delo', 'nov', 'milijon', 'področje', 'projekt', 'družba'], ['imeti', 'čas', 'človek', 'zato', 'iti', 'otrok', 'življenje', 'vedeti', 'videti', 'priti']]",0.875,0.08790213376883221,-1.4555979705490936,3
BERTopic,8,"[['imeti', 'nov', 'slovenija', 'čas', 'človek', 'država', 'slovenski', 'vlada', 'delo', 'ukrep'], ['policist', 'nesreča', 'vozilo', 'voznik', 'policijski', 'požar', 'gasilec', 'prometen', 'območje', 'policija'], ['okužba', 'bolnik', 'nov', 'bolnišnica', 'covid', 'okužen', 'potrditi', 'koronavirus', 'dom', 'število'], ['nov', 'okužba', 'koronavirus', 'kitajski', 'država', 'človek', 'število', 'virus', 'ukrep', 'italija'], ['film', 'filmski', 'imeti', 'festival', 'kraljev', 'nov', 'fotografija', 'meghan', 'instagram', 'harry'], ['evropski', 'država', 'komisija', 'članica', 'unija', 'bruselj', 'dogovor', 'minister', 'nov', 'slovenija'], ['tekma', 'točka', 'liga', 'minuta', 'ekipa', 'zmaga', 'sezona', 'nba', 'dončić', 'dallas'], ['trump', 'odstotek', 'zda', 'biden', 'indeks', 'dolar', 'ameriški', 'država', 'volitev', 'predsednik']]",0.825,0.08189404682267422,-3.3257823670547206,3
top2vec,10,"[array(['bolnik', 'okuzba', 'obolel', 'bolnisnicen', 'hospitaliziran',
       'okuzen', 'covid', 'sirjenje', 'zajeziti', 'epidemioloski'],
      dtype='<U15'), array(['sds', 'jansev', 'jansa', 'smc', 'koalicijski', 'koalicija', 'nsi',
       'politicen', 'poslanec', 'lms'], dtype='<U15'), array(['vozisce', 'cestisce', 'brezina', 'naselje', 'cesta', 'odcep',
       'voznica', 'prometen', 'vozilo', 'nadvoz'], dtype='<U15'), array(['obozevalec', 'pevka', 'ljubezen', 'seksi', 'ljubezenski',
       'prijateljica', 'zvezdnica', 'zaljubiti', 'romanticen', 'ljubimec'],
      dtype='<U15'), array(['soigralec', 'zadetek', 'branilec', 'nogometas', 'liga', 'vratar',
       'derbi', 'polcas', 'gol', 'odigrati'], dtype='<U15'), array(['vmesnik', 'funkcionalnost', 'zmogljiv', 'uporabnost', 'lite',
       'povezljivost', 'prepogljiv', 'tehnologija', 'windows', 'ohisje'],
      dtype='<U15'), array(['aretiran', 'ubit', 'aretirati', 'obtoziti', 'aretacija',
       'trumpov', 'trump', 'ubiti', 'donald', 'oborozen'], dtype='<U15'), array(['likvidnost', 'kapitalski', 'likvidnosten', 'donosnost',
       'izplacan', 'obresten', 'izplacilo', 'cetrtletje',
       'makroekonomski', 'dohodek'], dtype='<U15'), array(['literaren', 'opus', 'umetniski', 'umetnost', 'likoven', 'poezija',
       'gledaliski', 'ustvarjalec', 'pisatelj', 'pesniski'], dtype='<U15'), array(['dirka', 'karavana', 'stopnicka', 'start', 'zaostati', 'dirkati',
       'privoziti', 'sestevek', 'tour', 'mostven'], dtype='<U15')]",1.0,0.061442005550895275,-5.294971919165865,1
NMF,10,"[['Nbsp', 'Ljubljana', 'svetoven', 'postati', 'slovenski', 'Slovenija', 'zveza', 'evropski', 'osvojiti', 'predsednik'], ['imeti', 'človek', 'čas', 'iti', 'zato', 'otrok', 'življenje', 'vedeti', 'priti', 'reči'], ['vlada', 'stranka', 'predsednik', 'Janša', 'minister', 'poslanec', 'predlog', 'državen', 'zakon', 'ukrep'], ['država', 'evropski', 'predsednik', 'ZDA', 'ameriški', 'Trump', 'dejati', 'človek', 'svet', 'meja'], ['nov', 'okužba', 'koronavirus', 'človek', 'covid', 'število', 'potrditi', 'okužen', 'ukrep', 'bolnik'], ['tekma', 'sezona', 'liga', 'mesto', 'točka', 'ekipa', 'zmaga', 'klub', 'minuta', 'imeti'], ['Slovenija', 'slovenski', 'Ljubljana', 'projekt', 'nov', 'evropski', 'področje', 'podjetje', 'zveza', 'svet'], ['delo', 'ukrep', 'dohodnina', 'delavec', 'zakon', 'deloven', 'delodajalec', 'plača', 'zaposlen', 'zdravstven'], ['občina', 'ura', 'javen', 'mesten', 'zaprt', 'številka', 'nadaljnji', 'center', 'občinski', 'pošta'], ['evro', 'odstotek', 'milijon', 'podjetje', 'cena', 'oprema', 'nov', 'milijarda', 'lani', 'družba']]",0.82,0.10156744557460609,-1.5443158702978812,1
LDA,10,"[['nov', 'avtomobil', 'telefon', 'omrežje', 'aplikacija', 'električen', 'naprava', 'pameten', 'model', 'ura'], ['evro', 'podjetje', 'odstotek', 'milijon', 'Slovenija', 'družba', 'cena', 'nov', 'spleten', 'banka'], ['policija', 'policist', 'dejanje', 'policijski', 'nesreča', 'sodišče', 'leten', 'preiskava', 'kazen', 'protest'], ['vlada', 'Slovenija', 'predsednik', 'stranka', 'slovenski', 'minister', 'zakon', 'evropski', 'predlog', 'država'], ['slovenski', 'Slovenija', 'film', 'Ljubljana', 'nagrada', 'nov', 'dogodek', 'knjiga', 'projekt', 'delo'], ['občina', 'delo', 'šola', 'prostor', 'cesta', 'ura', 'javen', 'center', 'Ljubljana', 'otrok'], ['imeti', 'čas', 'človek', 'zato', 'iti', 'življenje', 'otrok', 'vedeti', 'videti', 'povedati'], ['država', 'ameriški', 'ZDA', 'predsednik', 'poročati', 'nemški', 'Trump', 'kitajski', 'dejati', 'agencija'], ['nov', 'okužba', 'koronavirus', 'ukrep', 'covid', 'človek', 'zdravstven', 'število', 'država', 'epidemija'], ['tekma', 'sezona', 'liga', 'ekipa', 'mesto', 'klub', 'točka', 'slovenski', 'zmaga', 'prvenstvo']]",0.85,0.09065242863509,-1.5889799915814826,1
BERTopic,10,"[['imeti', 'nov', 'slovenija', 'čas', 'država', 'človek', 'vlada', 'slovenski', 'delo', 'ukrep'], ['policist', 'vozilo', 'nesreča', 'voznik', 'policijski', 'požar', 'območje', 'gasilec', 'prometen', 'ura'], ['film', 'filmski', 'festival', 'imeti', 'življenje', 'kraljev', 'meghan', 'režiser', 'nov', 'vloga'], ['okužba', 'bolnik', 'nov', 'bolnišnica', 'covid', 'okužen', 'dom', 'zdravstven', 'koronavirus', 'število'], ['okužba', 'nov', 'koronavirus', 'država', 'človek', 'kitajski', 'število', 'virus', 'potrditi', 'ukrep'], ['tekma', 'liga', 'klub', 'nogometen', 'sezona', 'prvak', 'prvenstvo', 'nogometaš', 'tekmovanje', 'igralec'], ['dirka', 'etapa', 'kolesar', 'roglič', 'pogačar', 'tour', 'zmaga', 'kolesarski', 'sezona', 'majica'], ['piškotek', 'uporabnik', 'spleten', 'aplikacija', 'telefon', 'pameten', 'omogočati', 'naprava', 'huawei', 'mobilen'], ['evropski', 'dogovor', 'komisija', 'članica', 'država', 'bruselj', 'turčija', 'unija', 'turški', 'migrant'], ['delavec', 'plača', 'delo', 'deloven', 'delodajalec', 'zakon', 'evro', 'odstotek', 'zaposlen', 'ukrep']]",0.86,0.15154509461944432,-1.895002769403164,1
top2vec,10,"[array(['ustvarjalnost', 'ustvarjalen', 'opus', 'poezija', 'vizualen',
       'umetniski', 'literaren', 'likoven', 'umetnost', 'glasba'],
      dtype='<U14'), array(['jansa', 'sds', 'koalicijski', 'jansev', 'smc', 'koalicija', 'nsi',
       'lms', 'politicen', 'poslanec'], dtype='<U14'), array(['vozisce', 'cesta', 'cestisce', 'odcep', 'brezina', 'naselje',
       'meteoren', 'nadvoz', 'potok', 'padavina'], dtype='<U14'), array(['bolnik', 'bolnisnicen', 'nijz', 'hospitaliziran', 'obolel',
       'nimz', 'infekcijski', 'pacient', 'bris', 'ukc'], dtype='<U14'), array(['zadetek', 'soigralec', 'branilec', 'derbi', 'liga', 'gol',
       'nogometas', 'vratar', 'tekma', 'zabiti'], dtype='<U14'), array(['aretirati', 'aretiran', 'pripor', 'aretacija', 'osumljenec',
       'umor', 'ubit', 'obtoziti', 'prostost', 'uboj'], dtype='<U14'), array(['likvidnost', 'donosnost', 'kapitalski', 'prihodek',
       'likvidnosten', 'obresten', 'rast', 'depozit', 'dohodek',
       'makroekonomski'], dtype='<U14'), array(['obozevalec', 'pevka', 'zvezdnica', 'hollywoodski', 'instagram',
       'manekenka', 'postaven', 'prijateljica', 'glasbenica', 'romanca'],
      dtype='<U14'), array(['okuzba', 'okuziti', 'smrten', 'koronavirus', 'johns', 'zarisce',
       'sirjenje', 'okuzen', 'izbruh', 'zajezitev'], dtype='<U14'), array(['dirka', 'karavana', 'zaostati', 'stopnicka', 'start', 'dirkati',
       'sestevek', 'tour', 'sprint', 'mostven'], dtype='<U14')]",1.0,0.08301148170305667,-5.350209504048969,2
NMF,10,"[['slovenski', 'vozilo', 'policist', 'mesto', 'avtomobil', 'nov', 'policija', 'voznik', 'cesta', 'ura'], ['imeti', 'človek', 'iti', 'čas', 'vedeti', 'priti', 'zato', 'reči', 'življenje', 'videti'], ['otrok', 'čas', 'delo', 'nov', 'podjetje', 'zato', 'šola', 'življenje', 'projekt', 'pomemben'], ['nov', 'okužba', 'koronavirus', 'covid', 'število', 'potrditi', 'ukrep', 'okužen', 'bolnik', 'človek'], ['Slovenija', 'Nbsp', 'Ljubljana', 'slovenski', 'evropski', 'minister', 'predlog', 'zveza', 'mednaroden', 'ministrstvo'], ['država', 'odstotek', 'človek', 'evropski', 'ZDA', 'milijon', 'evro', 'kitajski', 'ameriški', 'svet'], ['vlada', 'stranka', 'predsednik', 'Janša', 'minister', 'političen', 'poslanec', 'medij', 'imeti', 'volitev'], ['tekma', 'sezona', 'liga', 'točka', 'ekipa', 'mesto', 'zmaga', 'klub', 'minuta', 'prvenstvo'], ['delo', 'dohodnina', 'zakon', 'evro', 'delavec', 'plača', 'ukrep', 'deloven', 'delodajalec', 'odmera'], ['občina', 'ura', 'javen', 'zaprt', 'mesten', 'številka', 'nadaljnji', 'občinski', 'center', 'pošta']]",0.84,0.10047930983878664,-1.6422046752531116,2
LDA,10,"[['dirka', 'kolesar', 'etapa', 'oblačen', 'kilometer', 'kolesarski', 'vožnja', 'kolo', 'mesto', 'sekunda'], ['nov', 'podjetje', 'spleten', 'sistem', 'uporaba', 'razvoj', 'uporabnik', 'uporabljati', 'področje', 'imeti'], ['nov', 'okužba', 'ukrep', 'koronavirus', 'covid', 'zdravstven', 'število', 'človek', 'epidemija', 'Slovenija'], ['evro', 'odstotek', 'milijon', 'podjetje', 'delo', 'sredstvo', 'Slovenija', 'finančen', 'država', 'banka'], ['imeti', 'čas', 'človek', 'iti', 'zato', 'življenje', 'otrok', 'vedeti', 'videti', 'priti'], ['država', 'nov', 'ameriški', 'ZDA', 'človek', 'poročati', 'hrvaški', 'dejati', 'predsednik', 'kitajski'], ['tekma', 'sezona', 'liga', 'ekipa', 'mesto', 'točka', 'slovenski', 'klub', 'igra', 'igralec'], ['vlada', 'Slovenija', 'predsednik', 'stranka', 'minister', 'slovenski', 'sodišče', 'državen', 'zakon', 'predlog'], ['občina', 'policist', 'vozilo', 'ura', 'cesta', 'policija', 'območje', 'nesreča', 'promet', 'policijski'], ['slovenski', 'Slovenija', 'film', 'delo', 'Ljubljana', 'nov', 'projekt', 'nagrada', 'del', 'knjiga']]",0.84,0.08143870149762064,-1.586980395936696,2
BERTopic,10,"[['imeti', 'nov', 'slovenija', 'čas', 'država', 'človek', 'slovenski', 'vlada', 'delo', 'ukrep'], ['okužba', 'nov', 'koronavirus', 'država', 'človek', 'kitajski', 'število', 'umreti', 'potrditi', 'covid'], ['tekma', 'liga', 'točka', 'minuta', 'sezona', 'ekipa', 'zmaga', 'nba', 'igralec', 'igrati'], ['tekma', 'turnir', 'liga', 'igralec', 'prvenstvo', 'klub', 'nogometen', 'sezona', 'igrati', 'teniški'], ['okužba', 'bolnik', 'nov', 'bolnišnica', 'covid', 'dom', 'okužen', 'zdravstven', 'potrditi', 'koronavirus'], ['film', 'filmski', 'festival', 'imeti', 'kraljev', 'meghan', 'princ', 'harry', 'britanski', 'nov'], ['evropski', 'država', 'komisija', 'članica', 'unija', 'dogovor', 'bruselj', 'minister', 'slovenija', 'nov'], ['šola', 'otrok', 'učenec', 'šolski', 'izobraževanje', 'vrtec', 'starš', 'dijak', 'pouk', 'daljava'], ['piškotek', 'uporabnik', 'spleten', 'aplikacija', 'pameten', 'podjetje', 'omogočati', 'telefon', 'naprava', 'huawei'], ['dirka', 'etapa', 'kolesar', 'roglič', 'tour', 'zmaga', 'pogačar', 'sezona', 'majica', 'sekunda']]",0.8,0.15177552535309882,-2.1656197023282635,2
top2vec,10,"[array(['poslovanje', 'donosnost', 'dobickonosnost', 'kapitalski',
       'likvidnost', 'cetrtletje', 'portfelj', 'depozit', 'delniski',
       'trgovalen'], dtype='<U14'), array(['vozisce', 'naselje', 'brezina', 'policist', 'cesta', 'cestisce',
       'voznica', 'odcep', 'prometen', 'parkiran'], dtype='<U14'), array(['seksi', 'obozevalec', 'ljubezen', 'obozevati', 'zvezdnica',
       'zaljubljen', 'zaljubiti', 'zmenek', 'ljubezenski', 'prijateljica'],
      dtype='<U14'), array(['bolnisnicen', 'bolnik', 'nijz', 'nimz', 'hospitaliziran', 'bris',
       'ukc', 'infekcijski', 'oskrbovanec', 'infektologinja'],
      dtype='<U14'), array(['soigralec', 'branilec', 'zadetek', 'nogometas', 'derbi', 'gol',
       'vratar', 'zabiti', 'liga', 'polcas'], dtype='<U14'), array(['sds', 'smc', 'lms', 'nsi', 'koalicijski', 'jansev', 'koalicija',
       'desus', 'sab', 'sarec'], dtype='<U14'), array(['opus', 'literaren', 'umetniski', 'umetnost', 'pisatelj', 'pesnik',
       'poezija', 'likoven', 'gledaliski', 'avtor'], dtype='<U14'), array(['donald', 'trump', 'trumpov', 'biden', 'republikanec',
       'republikanski', 'bidnov', 'demokratski', 'predsedniski',
       'demokrat'], dtype='<U14'), array(['smrten', 'okuzba', 'okuziti', 'johns', 'koronavirus', 'wuhan',
       'izbruh', 'umreti', 'ozdraveti', 'zarisce'], dtype='<U14'), array(['karavana', 'dirka', 'start', 'zaostati', 'stopnicka', 'dirkati',
       'sestevek', 'privoziti', 'tekmovalec', 'kronometer'], dtype='<U14')]",1.0,0.1033460598716918,-4.4854988448896265,3
NMF,10,"[['evro', 'odstotek', 'dohodnina', 'podjetje', 'milijon', 'odmera', 'dohodek', 'napoved', 'davčen', 'izračun'], ['občina', 'ura', 'javen', 'mesten', 'zaprt', 'številka', 'nadaljnji', 'center', 'občinski', 'pošta'], ['tekma', 'sezona', 'liga', 'točka', 'ekipa', 'mesto', 'zmaga', 'klub', 'minuta', 'slovenski'], ['vlada', 'stranka', 'predsednik', 'imeti', 'volitev', 'država', 'Janša', 'političen', 'medij', 'poslanec'], ['Nbsp', 'Ljubljana', 'svetoven', 'postati', 'nov', 'osvojiti', 'zveza', 'pokal', 'prvak', 'slovenski'], ['oprema', 'maska', 'zaščiten', 'podjetje', 'zavod', 'zdravstven', 'ministrstvo', 'pogodba', 'bolnik', 'imeti'], ['Slovenija', 'slovenski', 'država', 'Ljubljana', 'evropski', 'predlog', 'minister', 'svet', 'meja', 'ministrstvo'], ['delo', 'ukrep', 'čas', 'delavec', 'deloven', 'zakon', 'delodajalec', 'plača', 'nadomestilo', 'epidemija'], ['imeti', 'človek', 'čas', 'iti', 'zato', 'življenje', 'otrok', 'vedeti', 'priti', 'svet'], ['nov', 'okužba', 'koronavirus', 'človek', 'država', 'število', 'covid', 'potrditi', 'ukrep', 'okužen']]",0.86,0.1110497858181261,-1.69408921077638,3
LDA,10,"[['občina', 'dom', 'prostor', 'Maribor', 'center', 'mesto', 'mesten', 'župan', 'objekt', 'Ljubljana'], ['tekma', 'sezona', 'liga', 'ekipa', 'klub', 'mesto', 'točka', 'slovenski', 'zmaga', 'igra'], ['nov', 'imeti', 'telefon', 'voda', 'uporabljati', 'naprava', 'izdelek', 'hrana', 'pameten', 'prostor'], ['nov', 'okužba', 'koronavirus', 'ukrep', 'covid', 'človek', 'država', 'zdravstven', 'število', 'epidemija'], ['policist', 'vozilo', 'policija', 'cesta', 'avtomobil', 'ura', 'nesreča', 'voznik', 'območje', 'policijski'], ['slovenski', 'Slovenija', 'svet', 'Ljubljana', 'film', 'dogodek', 'nov', 'nagrada', 'kultura', 'mednaroden'], ['evro', 'podjetje', 'odstotek', 'Slovenija', 'delo', 'milijon', 'nov', 'sredstvo', 'področje', 'družba'], ['imeti', 'čas', 'človek', 'iti', 'življenje', 'zato', 'otrok', 'vedeti', 'povedati', 'videti'], ['ameriški', 'ZDA', 'država', 'kitajski', 'dirka', 'poročati', 'Trump', 'agencija', 'nemški', 'pandemija'], ['vlada', 'predsednik', 'stranka', 'minister', 'sodišče', 'država', 'volitev', 'političen', 'državen', 'Slovenija']]",0.87,0.09179419136843955,-1.591578392590978,3
BERTopic,10,"[['imeti', 'nov', 'slovenija', 'čas', 'človek', 'slovenski', 'država', 'vlada', 'delo', 'ukrep'], ['policist', 'nesreča', 'vozilo', 'voznik', 'požar', 'policijski', 'gasilec', 'prometen', 'območje', 'policija'], ['okužba', 'bolnik', 'nov', 'bolnišnica', 'covid', 'okužen', 'potrditi', 'koronavirus', 'dom', 'število'], ['nov', 'okužba', 'koronavirus', 'kitajski', 'država', 'človek', 'število', 'virus', 'ukrep', 'italija'], ['film', 'filmski', 'imeti', 'festival', 'kraljev', 'nov', 'fotografija', 'meghan', 'instagram', 'harry'], ['evropski', 'država', 'komisija', 'članica', 'unija', 'bruselj', 'dogovor', 'minister', 'nov', 'slovenija'], ['tekma', 'točka', 'liga', 'minuta', 'zmaga', 'ekipa', 'nba', 'sezona', 'dončić', 'dallas'], ['trump', 'odstotek', 'zda', 'biden', 'indeks', 'dolar', 'ameriški', 'država', 'volitev', 'predsednik'], ['piškotek', 'uporabnik', 'spleten', 'aplikacija', 'telefon', 'podjetje', 'pameten', 'omogočati', 'naprava', 'mobilen'], ['šola', 'otrok', 'učenec', 'šolski', 'izobraževanje', 'starš', 'vrtec', 'dijak', 'daljava', 'pouk']]",0.86,0.1157670641660257,-2.994033406678944,3
top2vec,15,"[array(['smc', 'lms', 'sds', 'sab', 'koalicijski', 'nsi', 'koalicija',
       'poslanski', 'desus', 'jansev'], dtype='<U15'), array(['branilec', 'soigralec', 'zadetek', 'nogometas', 'derbi', 'gol',
       'liga', 'polcas', 'vratar', 'zabiti'], dtype='<U15'), array(['padavina', 'vodotok', 'hudournik', 'jugozahoden', 'vodovoden',
       'kanalizacija', 'vremenski', 'pobocje', 'meteoren', 'struga'],
      dtype='<U15'), array(['donald', 'trump', 'trumpov', 'demokrat', 'republikanec', 'biden',
       'volitev', 'predsedniski', 'zaveznik', 'republikanski'],
      dtype='<U15'), array(['policist', 'policijski', 'osumljenec', 'pridrzati', 'prostost',
       'pripor', 'osumljen', 'kazniv', 'izslediti', 'zaseci'],
      dtype='<U15'), array(['karavana', 'dirka', 'start', 'stopnicka', 'zaostati', 'dirkati',
       'privoziti', 'mostven', 'tour', 'sestevek'], dtype='<U15'), array(['ustvarjalec', 'priredba', 'umetniski', 'glasben', 'opus',
       'literaren', 'zanr', 'gledaliski', 'glasba', 'umetnost'],
      dtype='<U15'), array(['nijz', 'odlok', 'epidemioloski', 'razkuzevanje', 'kacin', 'nimz',
       'priporocilo', 'nosenje', 'vzgojno', 'nimzo'], dtype='<U15'), array(['bolnik', 'bolnisnicen', 'klinicen', 'zdraviti', 'pacient',
       'hospitaliziran', 'infekcijski', 'klinika', 'obolel', 'bris'],
      dtype='<U15'), array(['obozevalec', 'zvezdnica', 'manekenka', 'instagram', 'pevka',
       'prijateljica', 'porociti', 'hcerka', 'porocen', 'postaven'],
      dtype='<U15'), array(['cetrtletje', 'rast', 'donosnost', 'delniski', 'analitik',
       'borzen', 'cetrtleten', 'borza', 'upasti', 'dobickonosnost'],
      dtype='<U15'), array(['prebava', 'nezno', 'okusen', 'nezen', 'zacimba', 'skodelica',
       'orescek', 'etericen', 'tekstura', 'rutina'], dtype='<U15'), array(['microsoft', 'vmesnik', 'windows', 'tehnologija', 'google',
       'android', 'povezljivost', 'podatkoven', 'digitalen', 'pameten'],
      dtype='<U15'), array(['koronavirus', 'okuzba', 'okuziti', 'smrten', 'johns', 'zarisce',
       'sirjenje', 'izbruh', 'ozdraveti', 'umreti'], dtype='<U15'), array(['obcestvo', 'duhovnik', 'bozji', 'obhajati', 'vera', 'evangelij',
       'nadskof', 'zupnija', 'krscanski', 'duhoven'], dtype='<U15')]",1.0,0.12766036315798585,-3.862035831301633,1
NMF,15,"[['tekma', 'sezona', 'liga', 'mesto', 'točka', 'ekipa', 'zmaga', 'klub', 'minuta', 'prvenstvo'], ['dohodnina', 'odmera', 'dohodek', 'napoved', 'izračun', 'davčen', 'informativen', 'obrazec', 'pravilnik', 'uveljavljanje'], ['odstotek', 'odstoten', 'lani', 'točka', 'indeks', 'podatek', 'rast', 'raziskava', 'število', 'primerjava'], ['človek', 'država', 'virus', 'svet', 'kitajski', 'ZDA', 'ameriški', 'mesto', 'koronavirus', 'cepivo'], ['oprema', 'maska', 'zaščiten', 'zavod', 'pogodba', 'ministrstvo', 'imeti', 'ventilator', 'minister', 'podjetje'], ['Nbsp', 'Ljubljana', 'ura', 'vozilo', 'postati', 'svetoven', 'policist', 'cesta', 'nov', 'obravnavati'], ['nov', 'okužba', 'koronavirus', 'potrditi', 'število', 'covid', 'okužen', 'umreti', 'bolnik', 'bolnišnica'], ['imeti', 'čas', 'iti', 'zato', 'vedeti', 'življenje', 'človek', 'priti', 'reči', 'videti'], ['otrok', 'šola', 'starš', 'vrtec', 'družina', 'učenec', 'šolski', 'učitelj', 'osnoven', 'pomoč'], ['občina', 'ura', 'javen', 'mesten', 'zaprt', 'številka', 'občinski', 'nadaljnji', 'pošta', 'center'], ['Slovenija', 'slovenski', 'Ljubljana', 'država', 'evropski', 'hrvaški', 'meja', 'republika', 'mednaroden', 'zveza'], ['vlada', 'stranka', 'predsednik', 'Janša', 'političen', 'volitev', 'evropski', 'poslanec', 'minister', 'medij'], ['evro', 'milijon', 'podjetje', 'sredstvo', 'milijarda', 'družba', 'cena', 'nov', 'finančen', 'vrednost'], ['delo', 'delavec', 'deloven', 'podjetje', 'delodajalec', 'čas', 'plača', 'zaposlen', 'nadomestilo', 'zakon'], ['ukrep', 'epidemija', 'vlada', 'zdravstven', 'covid', 'okužba', 'javen', 'bolnik', 'zdravje', 'število']]",0.8533333333333334,0.14208846542518405,-1.7050099367385265,1
LDA,15,"[['nov', 'ameriški', 'omrežje', 'New', 'fotografija', 'družben', 'York', 'serija', 'znan', 'the'], ['evro', 'odstotek', 'podjetje', 'milijon', 'cena', 'družba', 'banka', 'milijarda', 'nov', 'lani'], ['policist', 'policija', 'nesreča', 'policijski', 'leten', 'vozilo', 'protest', 'človek', 'ura', 'dejanje'], ['pomemben', 'področje', 'Slovenija', 'projekt', 'razvoj', 'človek', 'nov', 'slovenski', 'svet', 'sistem'], ['slovenski', 'film', 'Ljubljana', 'nagrada', 'knjiga', 'delo', 'Slovenija', 'dogodek', 'nov', 'kulturen'], ['šola', 'ura', 'uporaba', 'promet', 'otrok', 'vozilo', 'oprema', 'storitev', 'podatek', 'delo'], ['imeti', 'čas', 'iti', 'človek', 'zato', 'vedeti', 'otrok', 'življenje', 'videti', 'priti'], ['mesto', 'svetoven', 'dirka', 'sezona', 'športen', 'slovenski', 'olimpijski', 'tekmovanje', 'zmaga', 'konec'], ['nov', 'okužba', 'koronavirus', 'ukrep', 'covid', 'človek', 'število', 'zdravstven', 'okužen', 'država'], ['tekma', 'liga', 'sezona', 'klub', 'točka', 'ekipa', 'minuta', 'igralec', 'igrati', 'zmaga'], ['država', 'evropski', 'agencija', 'hrvaški', 'kitajski', 'pandemija', 'nemški', 'poročati', 'tiskoven', 'Evropa'], ['vlada', 'Slovenija', 'stranka', 'minister', 'predsednik', 'predlog', 'državen', 'ministrstvo', 'Janša', 'javen'], ['občina', 'območje', 'voda', 'mesten', 'župan', 'prostor', 'objekt', 'mesto', 'cesta', 'hiša'], ['delo', 'deloven', 'pomoč', 'zaposlen', 'ukrep', 'delavec', 'zakon', 'čas', 'plača', 'evro'], ['sodišče', 'predsednik', 'policija', 'medij', 'pravica', 'nekdanji', 'vojska', 'volitev', 'napad', 'preiskava']]",0.8333333333333334,0.08530414331924338,-1.62691357308636,1
